id_Uni,CleeUni,Nombre_de_la_Unidad_Economica,Razon_social,Nombre_de_clase_de_la_actividad,Descripcion_estrato_personal_ocupado,Nombre_de_la_vialidad,Numero_exterior_o_kilometro,Letra_exterior,Nombre_de_asentamiento_humano,Codigo_postal,Entidad_federetiva,Municipio,Localidad,Numero_de_telefono,Correo_electronico,Sitio_en_Internet,Latitud,Longitud,Fecha_de_incorporacion_al_denue
8713268,19006436112000131000000000U6,MANGUERAS Y CONEXIONES SAGA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,REFORMA,422,,CENTRO APODACA,66600,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,,SAGA_INDUSTRIAL@HOTMAIL.COM,,25.78497441,-100.1891545,2019-11
3009742,19048435220000041010000000U1,MANGUERAS Y REFACCIONES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,LICENCIADO MANUEL ORDOÑEZ,909,,ZIMIX LEONES,66358,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,8127245584,MONICAGH_1@HOTMAIL.COM,,25.67558537,-100.4717623,2010-07
2972596,19039436112000531001000000S8,MANUFACTURERA MEXICANA DE PARTES DE AUTOMOVILES,MANUFACTURERA MEXICANA DE PARTES DE AUTOMOVILES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CAMELIA,3302,,MODERNA,64530,NUEVO LEÓN   ,Monterrey,Monterrey,,ALEJANDRO.HERNANDEZ@TSMUS.COM,,25.69785859,-100.2802548,2010-07
8688633,19048436111000034000000000U6,MAQUINARIA RIVERO,CASE RIVERO SA DE CV,Comercio al por mayor de camiones,31 a 50 personas,MONTERREY-SALTILLO,,SN,NORBERTO AGUIRRE PALANCARES,66367,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,,,,25.68569291,-100.469514,2019-11
10264533,19039468211006571000000000U9,MARCAR AUTOPARTES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,PRIMERA DE SAN FRANCISCO,1204,,CANTU,64550,NUEVO LEÓN   ,Monterrey,Monterrey,8180311715,MAR_CAR10@HOTMAIL.COM,,25.6930253,-100.3015758,2024-11
2930205,19039811119000181001000000U2,MAS MOFLES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,ADOLFO RUIZ CORTINES,150,,MITRAS CENTRO,64460,NUEVO LEÓN   ,Monterrey,Monterrey,8180645744,CERRAJERIALALLAVEDEORO@PRODIGY.NET.MX,,25.70461178,-100.3430026,2010-07
2935317,19046468420000663001000000U2,MEGA REFACCIONES,MEGA REFACCIONES DE MEXICO SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CENTRAL,810,,CHAPULTEPEC,66458,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,,,,25.74336129,-100.2970319,2010-07
3004339,19026435110000083000000000U2,MEGAPARTES CIMARRON,MEGAPARTES CIMARRON SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,ADOLFO RUIZ CORTINES,226,,HERCULES,67120,NUEVO LEÓN   ,Guadalupe,Guadalupe,8183774479,MEGAPARTESCIMARRON@HOTMAIL.COM,,25.70297021,-100.248655,2010-07
6367796,19026468211000161001002128S2,MEKKAPARTS,MEKKAPARTS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,ADOLFO RUÍZ CORTINES,221,,NUEVA LIBERTAD,,NUEVO LEÓN   ,Guadalupe,Guadalupe,,AURZUA@MEKKAPARTS.COM.MX,,25.70319692,-100.2492098,2010-07
2930035,19021466410000262011000000U9,MG TRACTOPARTES,MG TRACTOPARTES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,BENITO JUAREZ,507,,LAZARO CARDENAS,66050,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo,,MGTRACTOPARTES@HOTMAIL.COM,,25.78444401,-100.3000695,2010-07
3019586,19009811119000061010000000U9,MOFLES Y RADIADORES INDUSTRIALES CADEREYTA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,Benito Juárez,0,SN,CENTRO,,NUEVO LEÓN   ,Cadereyta Jiménez,Cadereyta Jiménez,8281299579,,,25.59274189,-100.0110691,2010-07
11358775,19026436112000545000000000U5,MOMAT MONTACARGAS,MOMAT MONTACARGAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",51 a 100 personas,KALOS,0,SN,KALOS,67205,NUEVO LEÓN   ,Guadalupe,Guadalupe,,,,25.67266314,-100.1519035,2024-11
9469703,19004436112000031000018370S3,MORENO DIESEL,MORENO DIESEL SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CARRETERA NACIONAL,318,,CENTRO,67350,NUEVO LEÓN   ,Allende,Ciudad de Allende,,MD_ALLENDE@HOTMAIL.COM,WWW.MORENODIESEL.COM,25.2762787,-100.0193438,2023-11
8970268,19039811312005581010000000S9,MOTORES INDUSTRIALES ACOSTA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,JOSE MARIA BOCANEGRA,1207,,INDUSTRIAL,64440,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.69103404,-100.3240956,2019-11
11673325,19039436112001721000000000U4,MOTTU,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,ABRAHAM LINCOLN,8821,,PLUTARCO ELIAS CALLES,64108,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.75405597,-100.3943918,2024-11
10907275,19039436112001631000000000S5,MOVEX,MOVEX SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,MINA,224,,EMILIANO ZAPATA,64390,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.70093861,-100.3578262,2024-11
8794193,19046436112000241000000000U9,MR PLUG  ,MR PLUG SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,AVENIDA DE LA JUVENTUD,149,,FUTURO NOGALAR,66484,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,,,,25.71844021,-100.276402,2019-11
9542427,19046436112000362000000000U3,MUELLES TRACTOPARTES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,BUENOS AIRES,211,,VALLE DEL NOGALAR,66480,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8129555031,,,25.71223453,-100.2837632,2024-11
9239603,19046436112000323000000000S5,MUELLES Y MOFLES SAN NICOLAS  ARGOVI,MUELLES Y MOFLES SAN NICOLAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CUAUHTEMOC,412,,CENTRO,66400,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,,,,25.75704247,-100.2956907,2020-04
3030420,19039436112000403000000000U0,MUELLES Y SUSPENSIONES FABIAN,MUELLES Y SUSPENSIONES FABIAN SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,CHURUBUSCO,3007,,DEL VIDRIO,64549,NUEVO LEÓN   ,Monterrey,Monterrey,8183342197,COMPRAS@MUELLESFABIAN.COM.MX,WWW.MUELLESFABIAN.COM.MX,25.70110619,-100.2680222,2010-07
8737988,19038436112000021000060709S2,MUELLES Y TORNILLOS MARTIN,MUELLES Y TORNILLOS MARTIN SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,TAPIA,817,,PARAS,67520,NUEVO LEÓN   ,Montemorelos,Montemorelos,,INFOMTY@MUELLESMARTIN.COM,WWW.MUELLESMARTIN.COM,25.19358899,-99.82347875,2024-05
2922106,19039467111006772001000000U6,MULTI HERRAMIENTAS Y EQUIPOS,MULTI HERRAMIENTAS Y EQUIPOS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,DOCTOR JOSE MARIA COSS,823,,CENTRO,64000,NUEVO LEÓN   ,Monterrey,Monterrey,8183741680,,WWW.MULTIHERRAMIENTAS.COM,25.68189616,-100.3066762,2010-07
3024039,19046435419000372001000000U2,NEMACO INDUSTRIAL,NEMACO INDUSTRIAL SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,LICENCIADO JORGE A TREVIÑO,1021,,LAS PUENTES 4 SECTOR,66460,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8183833526,ADMINISTRACION@NEMACO.MX,WWW.NEMACO.MX,25.75107212,-100.2687179,2010-07
3046415,19006468213000054001022701M7,NEUMATICOS Y ACCESORIOS INDUSTRIALES,NEUMATICOS Y ACCESORIOS INDUSTRIALES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",51 a 100 personas,MULTIPARK,123,,MULTIPARK,66600,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,,AUXCONTABLE@NACCISA.COM.MX,WWW.NACCISA.COM.MX,25.7428249,-100.2236553,2010-07
9459325,19039436112001491000004439S4,OFICINASDE REPRESENTACION COMERCIAL,FORD MOTOR COMPANY S DE RL DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,SIMÓN DE HERRERA Y LEYVA,306,BIS,BUROCRATAS DEL ESTADO,,NUEVO LEÓN   ,Monterrey,Monterrey,5585812578,VPEREZ2@FORD.COM,WWW.FORD.MX,25.71113183,-100.3658341,2023-11
10094446,19006436112000241000000000U3,ONE WAY TRUCK SUSPENSIONES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,RIO URUGUAY,0,SN,PUEBLO NUEVO,66646,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,,ONEWAYTRUCK01@GMAIL.COM,,25.76045372,-100.1674411,2024-11
10511825,19039436112001502000000000U8,OSCAR AUTOPARTES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,OCAMPO,217,A,EMILIANO ZAPATA,64390,NUEVO LEÓN   ,Monterrey,Monterrey,,OS-KAR.AUTOPARTES@OUTLOOK.COM,,25.7021404,-100.3582615,2024-11
11031672,19039436112001811000000000M3,PABET REFACCIONES,PABET REFACCIONES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,ABRAHAM LINCOLN,182,B,MITRAS NORTE,64320,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.71076107,-100.3447064,2024-11
11590617,19006436112000301000000000U5,PARCHES PARA VULKA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AFGANISTAN,111,A,PRADOS DE LA CIENEGUITA,66415,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,,,,25.77840257,-100.2557617,2024-11
6217296,19046436112000063000000000U7,PARTES Y REFACCIONES EL CHARRO,JOSE ANTONIO GAMES MORALES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CIUDAD DE LOS ANGELES,497,,GARZA CANTU,66480,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8183316160,PARTESYREFACCIONESELCHARRO@HOTMAIL.COM,,25.71357506,-100.2978729,2010-07
10110139,19006436112000282000000000U7,PELICAN INDUSTRIAL MEXICO,PELICAN INDUSTRIAL MEXICO S DE RL DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,NINGUNO,199,C,CPA APODACA TECNOLOGY PARK,66627,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,,FERNANDA@PELICANCNC.COM.MX,,25.78306106,-100.1726018,2024-11
2956174,19048436112000023001000000U7,PERFECTION DE MEXICO,PERFECTION DE MEXICO SAPI DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,CANADÁ,206,,MARTEL,66350,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,,ADMINISTRACION@PERFMEX.COM,WWW.PERFMEX.COM,25.68733913,-100.4791947,2014-12
10431803,19039436111000271000000000U3,PONKY AUTOPARTES,,Comercio al por mayor de camiones,0 a 5 personas,HELIODORO PEREZ,2823,,ARGENTINA,64550,NUEVO LEÓN   ,Monterrey,Monterrey,8125130561,PONKY.1313@HOTMAIL.COM,,25.69031337,-100.2872762,2024-11
3031450,19039436112000702000000000U5,POTENCIA FLUIDA GOPA,POTENCIA FLUIDA GOPA SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CONSTITUYENTES DEL 57,3417,,FABRILES,,NUEVO LEÓN   ,Monterrey,Monterrey,8183558330,PFGOPA@PRODIGY.NET.MX,WWW.PFGOPA.COM.MX,25.68573495,-100.2796886,2010-07
2946286,19006436112000083000000000U9,POWER STAR DE MAEXICO,POWER STAR DE MEXICO SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",51 a 100 personas,CARRETERA MEXICO LAREDO,2000,KM 1002,COLONIA LOS AMARANTOS,66613,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,8119175099,,WWW.POWERSTARMEX.COM,25.82799149,-100.2595647,2014-12
9334777,19039436112001461000000000U7,POWER TRAIN COMPONENTS DE MEXICO,POWER TRAIN COMPONENTS DE MEXICO SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,JOSÉ MARÍA ARTEAGA,1040,,MONTERREY CENTRO,,NUEVO LEÓN   ,Monterrey,Monterrey,,DCF_JORGELOZANO@HOTMAIL.COM,,25.68204626,-100.3040624,2021-05
9334820,19039436112001476000000000U5,PRODUCTION SERVICES MANAGEMENT DE MEXICO OPERATIONS,PRODUCTION SERVICES MANAGEMENT DE MEXICO OPERATIONS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",101 a 250 personas,LICENCIADO JOSÉ BENÍTEZ,2450,,OBISPADO,64060,NUEVO LEÓN   ,Monterrey,Monterrey,8112147638,FGUZMAN@SOLUCIONES-CPA.COM,,25.67835712,-100.3492764,2021-05
8812619,19039436112001223000000000U1,PROFRIC DEL NORTE,PROFRIC DEL NORTE SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,FELIX URESTI GOMEZ,2835,,MODERNA,64530,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.69787035,-100.2949652,2019-11
10075193,19048436112000171000000000U4,PROVEDORA DE REFACCIONES Y SERVICIOS AUTOMOTRICES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,MIGUEL HIDALGO Y COSTILLA,512,,CENTRO DE SANTA CATARINA,66350,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,8134407580,,,25.66952247,-100.4601333,2024-11
9336176,19026436112000421000000000S9,PROVEEDOR DE REFACCIONES LUTHERR,PROVEEDOR DE REFACCIONES LUTHERR S DE RL DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,AMERICA DEL NORTE,103,,LAS AMERICAS,67120,NUEVO LEÓN   ,Guadalupe,Guadalupe,,VENTASMTY1@LUTHERR.COM,,25.70216178,-100.2411873,2021-05
9647584,19026436112000573000006458S7,PROVEEDOR MAYORISTA AL REFACCIONARIO DE MEXICO,PROVEEDOR MAYORISTA AL REFACCIONARIO DE MEXICO SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,MIGUEL DE LA MADRID,1341,B,CONECTA BUSINESS PARK,67116,NUEVO LEÓN   ,Guadalupe,Guadalupe,,INFO@PROMARE.MX,WWW.AMPARTS.COM.MX,25.69421989,-100.1710882,2024-11
2917175,19039435220000992000000000U4,PROVEEDORA DE CONEXIONES Y MANGUERAS INDUSTRIALES,PROVEEDORA DE CONEXIONES Y MANGUERAS INDUSTRIALES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,FÉLIX URESTI GÓMEZ,520,,CIUDAD GUADALUPE CENTRO,,NUEVO LEÓN   ,Monterrey,Monterrey,,PROCAMISA@PRODIGY.NET.MX,WWW.PROCOMISA.COM.MX,25.67862821,-100.2977014,2010-07
11504380,19026436112000533000000000U1,PUERTAS Y MOTORES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,11,2201,,LAS QUINTAS,67170,NUEVO LEÓN   ,Guadalupe,Guadalupe,,,,25.66824105,-100.2398047,2024-11
8245965,19004436111000082000000000U8,PULIDO TRUCK & PARTS,,Comercio al por mayor de camiones,0 a 5 personas,CARRETERA NACIONAL,0,SN,CENTRO,67350,NUEVO LEÓN   ,Allende,Ciudad de Allende,8126601672,,,25.2877834,-100.0388893,2019-11
6852178,19021436112000062001006460S2,PULIDO TRUCK AND PARTS,PULIDO TRUCK AND PARTS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,LIBRAMIENTO SALTILLO-LAREDO,,S/N,AGROPECUARIA GLORIA MENDIOLA,66050,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo,,HCONTRERAS@CROMADORACHP.COM,,25.81427008,-100.3691528,2018-11
7678731,19006436112000142000000000U3,QUALITY PROACTIVE SOLUTIONS,QUALITY PROACTIVE SOLUTIONS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,JOSE MARIA,211,,JM,66633,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,8110424380,QPS@ATT.NET.MX,WWW.QPSOLUTIONS.COM.MX,25.74109773,-100.2182576,2019-11
7541389,19046436112000291000000000U4,R M REFACCIONES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,LAZARO CARDENAS,108,,AÑO DE JUAREZ,66460,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8119097398,,,25.74055579,-100.2666749,2019-11
6345427,19039436112000432002005772S9,RASA,RASA SISTEMAS DE ENFRIAMIENTO SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,BUENOS AIRES,4214,,VALLE DEL NOGALAR,,NUEVO LEÓN   ,Monterrey,Monterrey,,JAVIER.SALAZAR@RASAGDL.COM.MX,WWW.RASAGDL.COM.MX,25.692076,-100.3250195,2010-07
11256385,19039436111000351000000000U3,RECTIFICADORA DE DISCOS,,Comercio al por mayor de camiones,0 a 5 personas,SABILA,112,,MIRASOL,64102,NUEVO LEÓN   ,Monterrey,Monterrey,8138784598,,,25.76810891,-100.3876272,2024-11
8754207,19046436112000211000000000U2,RECUPERADORA DE MOTORES,RECUPERADORA DE MOTORES SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,LAS TORRES ORIENTE,0,SN,MIGUEL ALEMAN,66470,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8121677050,,,25.71876222,-100.2210571,2019-11
11254286,19039436112001752000000000U9,REDYSE,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,LUCIO BLANCO,2,,FIERRO,64590,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.68512478,-100.2755526,2024-11
8795538,19039436112001771000000000U9,REFACCIONARIA AMAYA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,SENDERO SUR,3750,,VALLE DE BRISAS,64780,NUEVO LEÓN   ,Monterrey,Monterrey,,,,25.62726969,-100.2861656,2024-11
6700494,19021468211001132000021342S8,REFACCIONARIA APYMSA,AUTOPARTES Y MAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,LICENCIADO RAÚL SALINAS LOZANO,635,,PRADERAS DE GIRASOLES,66056,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo,,ESCOBEDO.VTA@APYMSA.COM.MX,WWW.APYMSA.COM.MX,25.78998979,-100.3223449,2016-01
6846625,19026468211003143012021342S0,REFACCIONARIA APYMSA,AUTOPARTES Y MAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,BENITO JUÁREZ,100,,NUEVO SAN SEBASTIAN,67180,NUEVO LEÓN   ,Guadalupe,Guadalupe,,MTYGPE@APYMSA.COM.MX,WWW.APYMSA.COM.MX,25.67463711,-100.2074389,2018-03
6878587,19039468211005113010021342S1,REFACCIONARIA APYMSA,AUTOPARTES Y MAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,ADOLFO RUIZ CORTINEZ,2758,,MODERNA,64530,NUEVO LEÓN   ,Monterrey,Monterrey,,MTYRUIZC@APYMSA.COM.MX,WWW.APYMSA.COM.MX,25.70356559,-100.2853539,2019-04
6878586,19039468211004993010021342S7,REFACCIONARIA APYMSA,AUTOPARTES Y MAS SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,ABRAHAM LINCOLN,6129,,PASEOS DE LAS MITRAS,64118,NUEVO LEÓN   ,Monterrey,Monterrey,,MTYLINCOLN@APYMSA.COM.MX,WWW.APYMSA.COM.MX,25.7388355,-100.3778576,2019-04
7873139,19039436112001093000000000U8,REFACCIONARIA AUTOELECTRICA RM,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,AMERICA,914,,CENTRO,64000,NUEVO LEÓN   ,Monterrey,Monterrey,,AUTOELECTRICARM@OUTLOOK.COM,,25.6850142,-100.3286578,2019-11
2957759,19048436112000051001000000M8,REFACCIONARIA CASTILLO,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",11 a 30 personas,LICENCIADO MANUEL ORDOÑEZ,520,,CENTRO,66350,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,8183908144,,,25.67383571,-100.4671686,2014-12
11340221,19039436112001691000000000U9,REFACCIONARIA DIESEL,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,JUAN JOSE HINOJOSA,4903,,LOS CEDROS,64370,NUEVO LEÓN   ,Monterrey,Monterrey,8111556886,ERNESTO.ERNGON@GMAIL.COM,,25.72037682,-100.3737211,2024-11
2943167,19006468211000991010000000U4,REFACCIONARIA LA POPULAR,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,RIO DE LA PAZ,101,,PUEBLO NUEVO,66646,NUEVO LEÓN   ,Apodaca,Ciudad Apodaca,8119296675,REFACCIONARIAPOPULAR@HOTMAIL.COM,,25.75973047,-100.1668604,2014-12
3036132,19046468420000351010000000U4,REFACCIONARIA LOS PRIMOS NOGALAR,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,DIEGO DIAZ DE BERLANGA,107,,FUTURO NOGALAT,66400,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8183538392,,,25.71485979,-100.2841291,2010-07
10455449,19010436112000021000000000U1,REFACCIONARIA M H,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,ALVARO OBREGON,199,,POPULAR,66550,NUEVO LEÓN   ,El Carmen,Carmen,8123909214,,,25.93605516,-100.3588908,2024-11
7309572,19021468211001451010000000U7,REFACCIONARIA MOY,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,SAN PEDRO,0,SN,PRADERAS DE SAN FRANCISCO,66005,NUEVO LEÓN   ,General Escobedo,Praderas de San Francisco,,,,25.81857174,-100.4037344,2019-11
7872961,19039436112001081000000000S3,REFACCIONARIA NOYA,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,ADOLFO RUIZ CORTINES,5502,,VALLE VERDE 1ER SECTOR,64360,NUEVO LEÓN   ,Monterrey,Monterrey,,REFANOYARUIZCORTINES@HOTMAIL.COM,,25.73041539,-100.3726441,2019-11
10025457,19046436112000381000000000U3,REFACCIONARIA PROAUTO CAM,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,4,111,,JARDINES DE ANAHUAC,66463,NUEVO LEÓN   ,San Nicolás de los Garza,San Nicolás de los Garza,8120650232,PROAUTOCAM@HOTMAIL.COM,,25.73713359,-100.2722284,2024-11
8245889,19038436112000011000000000U3,REFACCIONARIA SANCHEZ FLORES,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CAPITAN ALONSO DE LEON,0,SN,ZARAGOZA,67530,NUEVO LEÓN   ,Montemorelos,Montemorelos,,SANCHEZEVELIO199@GMAIL.COM,,25.18913356,-99.83887925,2019-11
10745678,19049436112000021000000000S9,REFACCIONARIA SERVICIO RODRIGUEZ,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CARRETERA NACIONAL,0,SN,CONGREGACION EL CERCADO,67320,NUEVO LEÓN   ,Santiago,Santiago,,,,25.4065021,-100.1347336,2024-11
10768156,19048436112000141000000000U7,REFACCIONARIA SIN NOMBRE,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,TORRE NORTE,200,,BOSQUES DE LA HUASTECA,66367,NUEVO LEÓN   ,Santa Catarina,Ciudad Santa Catarina,,,,25.7002486,-100.5060908,2024-11
10629201,19025436112000021000000000U9,REFACCIONARIA SIN NOMBRE,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,GLASGOW,232,,REAL SAN PEDRO,65780,NUEVO LEÓN   ,General Zuazua,Hacienda San Pedro,8121894166,,,25.91317325,-100.1643107,2024-11
2917734,19026468420000011010000000U6,REFACCIONEES ASESORIOS AQUI ESTA PANCHO,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,BENITO JUAREZ,3936,,PARQUE DE GUADALUPE,67185,NUEVO LEÓN   ,Guadalupe,Guadalupe,8110194444,,,25.67481571,-100.2169843,2010-07
9310464,19033436112000041000000000U1,REFACCIONES MARROQUIN,,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,LIBRAMIENTO VIAL NORTE,,KM 150,SOLIDARIDAD,67778,NUEVO LEÓN   ,Linares,Linares,,CXCLINARESLES@MUELLESMARTIN.COM.MX,,24.84401909,-99.56436038,2020-11
8497893,19021436112000092000000000U9,REFACCIONES RECARE,REFACCIONES RECARE SA DE CV,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones",6 a 10 personas,CARRETERA A COLOMBIA,802,,LAS MALVINAS,66058,NUEVO LEÓN   ,General Escobedo,Ciudad General Escobedo,8183978235,,WWW.RECARE.COM.MX,25.79536487,-100.2934144,2019-11
